repo,repo_url,uses_dependabot_ever,dependabot_usage_type_ever,dependabot_lifecycle,security_first_version_later_ever,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,days_security_to_version,mined_at_utc
OrderOfTheBee/ootbee-support-tools,https://github.com/OrderOfTheBee/ootbee-support-tools,True,security_updates_only,security_only_ever,False,True,2019-12-16T11:24:57Z,https://github.com/OrderOfTheBee/ootbee-support-tools/pull/151,151.0,dependabot,Bump commons-compress from 1.18 to 1.19 in /share,False,,,,,,2026-08-14T17:10:53.688788+00:00
OrienteerBAP/Orienteer,https://github.com/OrienteerBAP/Orienteer,True,security_updates_only,security_only_ever,False,True,2019-11-13T03:41:09Z,https://github.com/OrienteerBAP/Orienteer/pull/753,753.0,dependabot,Bump jackson-databind from 2.9.10 to 2.9.10.1 in /orienteer-bpm,False,,,,,,2026-08-14T17:10:59.447960+00:00
OxalisCommunity/oxalis,https://github.com/OxalisCommunity/oxalis,True,security_updates_only,security_only_ever,False,True,2020-07-01T18:23:34Z,https://github.com/OxalisCommunity/oxalis/pull/478,478.0,dependabot,Bump mysql-connector-java from 5.1.43 to 8.0.16,False,,,,,,2026-08-14T17:11:06.264931+00:00
Pay-Group/best-pay-sdk,https://github.com/Pay-Group/best-pay-sdk,True,security_updates_only,security_only_ever,False,True,2019-11-13T12:02:30Z,https://github.com/Pay-Group/best-pay-sdk/pull/64,64.0,dependabot,Bump jackson-databind from 2.8.5 to 2.9.10.1 in /best-pay-sdk,False,,,,,,2026-08-14T17:11:11.842717+00:00
PennState/commons-jaxrs,https://github.com/PennState/commons-jaxrs,True,security_updates_only,security_only_ever,False,True,2022-10-05T01:15:23Z,https://github.com/PennState/commons-jaxrs/pull/41,41.0,dependabot,Bump jackson-databind from 2.12.2 to 2.12.6.1,False,,,,,,2026-08-14T17:11:18.591726+00:00
PgBulkInsert/PgBulkInsert,https://github.com/PgBulkInsert/PgBulkInsert,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:11:26.267048+00:00
RIPE-NCC/rpki-commons,https://github.com/RIPE-NCC/rpki-commons,True,both_security_and_version_updates,security_then_version,True,True,2020-10-13T04:44:49Z,https://github.com/RIPE-NCC/rpki-commons/pull/28,28.0,dependabot,Bump junit from 4.12 to 4.13.1,True,.github/dependabot.yml,2024-04-04T05:55:16Z,1aab2a799b7ca6d4c89c1dd938c7aa4cdd18f1d2,https://github.com/RIPE-NCC/rpki-commons/commit/1aab2a799b7ca6d4c89c1dd938c7aa4cdd18f1d2,1269.0489236111111,2026-08-14T17:11:33.526136+00:00
Red5/red5-websocket,https://github.com/Red5/red5-websocket,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:11:41.081291+00:00
RedCA-Family/code-analyst,https://github.com/RedCA-Family/code-analyst,True,security_updates_only,security_only_ever,False,True,2020-01-31T18:21:14Z,https://github.com/RedCA-Family/code-analyst/pull/18,18.0,dependabot,Bump checkstyle from 8.21 to 8.29,False,,,,,,2026-08-14T17:11:47.357953+00:00
Relucent/yyl-base-lib,https://github.com/Relucent/yyl-base-lib,True,security_updates_only,security_only_ever,False,True,2019-11-13T12:18:33Z,https://github.com/Relucent/yyl-base-lib/pull/1,1.0,dependabot,Bump jackson-databind from 2.9.10 to 2.9.10.1,False,,,,,,2026-08-14T17:11:54.154368+00:00
RockyLOMO/rxlib,https://github.com/RockyLOMO/rxlib,True,security_updates_only,security_only_ever,False,True,2021-12-18T18:35:24Z,https://github.com/RockyLOMO/rxlib/pull/5,5.0,dependabot,Bump log4j-api from 2.16.0 to 2.17.0,False,,,,,,2026-08-14T17:12:01.626805+00:00
RuedigerMoeller/kontraktor,https://github.com/RuedigerMoeller/kontraktor,True,security_updates_only,security_only_ever,False,True,2019-10-29T13:39:11Z,https://github.com/RuedigerMoeller/kontraktor/pull/82,82.0,dependabot,Bump ws from 3.0.0 to 7.2.0 in /modules/kontraktor-http/src/main/javascript/kontraktor-server,False,,,,,,2026-08-14T17:12:08.417951+00:00
SANSA-Stack/SANSA-OWL,https://github.com/SANSA-Stack/SANSA-OWL,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:12:16.533383+00:00
ServiceComb/java-chassis,https://github.com/ServiceComb/java-chassis,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2022-05-10T08:32:19Z,20cc938a341d871e17eb4b09e29acac18efc8ddd,https://github.com/apache/servicecomb-java-chassis/commit/20cc938a341d871e17eb4b09e29acac18efc8ddd,,2026-08-14T17:12:25.465344+00:00
Sila-Money/sila-sdk-java,https://github.com/Sila-Money/sila-sdk-java,True,security_updates_only,security_only_ever,False,True,2020-10-13T17:07:59Z,https://github.com/Sila-Money/sila-sdk-java/pull/17,17.0,dependabot,Bump junit from 4.11 to 4.13.1 in /SilaSDK,False,,,,,,2026-08-14T17:12:35.145411+00:00
SimonAlong/Neo,https://github.com/SimonAlong/Neo,True,security_updates_only,security_only_ever,False,True,2020-10-13T12:23:54Z,https://github.com/simonalong/Neo/pull/18,18.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:12:41.185390+00:00
Smartling/api-sdk-java,https://github.com/Smartling/api-sdk-java,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:12:47.879102+00:00
SoftInstigate/restheart,https://github.com/SoftInstigate/restheart,True,security_updates_only,security_only_ever,False,True,2020-01-31T18:03:13Z,https://github.com/SoftInstigate/restheart/pull/377,377.0,dependabot,Bump checkstyle from 8.18 to 8.29,False,,,,,,2026-08-14T17:12:55.428681+00:00
SonarCommunity/sonar-php,https://github.com/SonarCommunity/sonar-php,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:13:02.482797+00:00
SonarSource/orchestrator,https://github.com/SonarSource/orchestrator,True,security_updates_only,security_only_ever,False,True,2021-06-04T00:34:57Z,https://github.com/SonarSource/orchestrator/pull/106,106.0,dependabot,Bump httpclient from 4.5.2 to 4.5.13 in /sonar-orchestrator,False,,,,,,2026-08-14T17:13:11.566689+00:00
SonarSource/sonar-findbugs,https://github.com/SonarSource/sonar-findbugs,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2021-11-17T02:19:05Z,8a7c35818aceb2aaf17d0f15334e91037f0e965a,https://github.com/spotbugs/sonar-findbugs/commit/8a7c35818aceb2aaf17d0f15334e91037f0e965a,,2026-08-14T17:13:18.382549+00:00
SparkTC/stocator,https://github.com/SparkTC/stocator,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:13:26.528974+00:00
SpringSource/spring-ldap,https://github.com/SpringSource/spring-ldap,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2024-08-15T14:24:33Z,36e6b21ef454da9baaeb68891c29d83c8029c31c,https://github.com/spring-projects/spring-ldap/commit/36e6b21ef454da9baaeb68891c29d83c8029c31c,,2026-08-14T17:13:33.925585+00:00
SuperScorpion/medusa,https://github.com/SuperScorpion/medusa,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:13:42.551025+00:00
TNG/config-builder,https://github.com/TNG/config-builder,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:13:47.835768+00:00
TheBlackChamber/commons-encryption,https://github.com/TheBlackChamber/commons-encryption,True,security_updates_only,security_only_ever,False,True,2020-10-13T01:38:28Z,https://github.com/TheBlackChamber/commons-encryption/pull/14,14.0,dependabot,Bump junit from 4.11 to 4.13.1,False,,,,,,2026-08-14T17:13:54.554059+00:00
Tirasa/ConnIdSOAPBundle,https://github.com/Tirasa/ConnIdSOAPBundle,True,both_security_and_version_updates,security_then_version,True,True,2020-10-14T04:50:03Z,https://github.com/Tirasa/ConnIdSOAPBundle/pull/1,1.0,dependabot,Bump junit from 4.12 to 4.13.1,True,.github/dependabot.yml,2023-04-28T09:51:45Z,4cca1f0b820bb8160e0052ced15b7cdd30ec8740,https://github.com/Tirasa/ConnIdSOAPBundle/commit/4cca1f0b820bb8160e0052ced15b7cdd30ec8740,926.2095138888889,2026-08-14T17:14:00.725757+00:00
UweTrottmann/thetvdb-java,https://github.com/UweTrottmann/thetvdb-java,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:44:08Z,https://github.com/UweTrottmann/thetvdb-java/pull/34,34.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:14:08.392495+00:00
UweTrottmann/tmdb-java,https://github.com/UweTrottmann/tmdb-java,True,both_security_and_version_updates,security_then_version,True,True,2020-10-13T06:49:54Z,https://github.com/UweTrottmann/tmdb-java/pull/82,82.0,dependabot,Bump junit from 4.12 to 4.13.1,True,.github/dependabot.yml,2024-05-29T14:47:22Z,8db92f4c3fc26e83e187f68fe9767e3457ebb621,https://github.com/UweTrottmann/tmdb-java/commit/8db92f4c3fc26e83e187f68fe9767e3457ebb621,1324.331574074074,2026-08-14T17:14:15.369115+00:00
UweTrottmann/trakt-java,https://github.com/UweTrottmann/trakt-java,True,both_security_and_version_updates,same_day_security_and_version,False,True,2024-01-25T16:38:37Z,https://github.com/UweTrottmann/trakt-java/pull/132,132.0,dependabot,Bump actions/setup-java from 3.13.0 to 4.0.0,True,.github/dependabot.yml,2024-01-25T16:20:56Z,fa798742915041a3e00f733e1ec8d25985293116,https://github.com/UweTrottmann/trakt-java/commit/fa798742915041a3e00f733e1ec8d25985293116,,2026-08-14T17:14:22.152557+00:00
Waffle/waffle,https://github.com/Waffle/waffle,True,both_security_and_version_updates,security_then_version,True,True,2019-01-09T03:57:49Z,https://github.com/Waffle/waffle/pull/651,651.0,dependabot-preview,Bump sonar-maven-plugin from 3.5.0.1254 to 3.6.0.1398,True,.github/dependabot.yml,2020-07-04T23:45:12Z,3a3ea6b32602a5bc59f44ba73a9168039b3434ff,https://github.com/Waffle/waffle/commit/3a3ea6b32602a5bc59f44ba73a9168039b3434ff,542.8245717592592,2026-08-14T17:14:29.542038+00:00
Wikidata/Wikidata-Toolkit,https://github.com/Wikidata/Wikidata-Toolkit,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2021-03-03T11:01:43Z,33c85f2c6e2e9f2b6554a8c1d881f6dcf979bd93,https://github.com/Wikidata-Toolkit/Wikidata-Toolkit/commit/33c85f2c6e2e9f2b6554a8c1d881f6dcf979bd93,,2026-08-14T17:14:40.342271+00:00
Xceptance/XLT,https://github.com/Xceptance/XLT,True,security_updates_only,security_only_ever,False,True,2020-02-21T14:35:41Z,https://github.com/Xceptance/XLT/pull/5,5.0,dependabot,Bump checkstyle from 6.14.1 to 8.29,False,,,,,,2026-08-14T17:14:48.768229+00:00
XenoAmess/docker-client,https://github.com/XenoAmess/docker-client,True,both_security_and_version_updates,same_day_security_and_version,False,True,2022-01-18T19:02:28Z,https://github.com/XenoAmess/docker-client/pull/1,1.0,dependabot,Bump jimfs from 1.0 to 1.2,True,.github/dependabot.yml,2022-01-18T18:10:12Z,8b9e526b341d3c6d639cfe8f2ff277916e223a08,https://github.com/XenoAmess/docker-client/commit/8b9e526b341d3c6d639cfe8f2ff277916e223a08,,2026-08-14T17:14:54.316368+00:00
Zandero/rest.vertx,https://github.com/Zandero/rest.vertx,True,both_security_and_version_updates,security_then_version,True,True,2020-01-08T17:06:18Z,https://github.com/zandero/rest.vertx/pull/50,50.0,dependabot,Bump version.hibernate.validation from 6.0.10.Final to 6.1.0.Final,True,.github/dependabot.yml,2020-06-22T06:52:04Z,49dffdad4bd4352fb3a78a96327f069840cf1174,https://github.com/zandero/rest.vertx/commit/49dffdad4bd4352fb3a78a96327f069840cf1174,165.57344907407406,2026-08-14T17:15:02.360338+00:00
Zlika/reproducible-build-maven-plugin,https://github.com/Zlika/reproducible-build-maven-plugin,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:46:11Z,https://github.com/Zlika/reproducible-build-maven-plugin/pull/48,48.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:15:09.936010+00:00
aQute-os/biz.aQute.openapi,https://github.com/aQute-os/biz.aQute.openapi,True,security_updates_only,security_only_ever,False,True,2020-10-12T21:45:58Z,https://github.com/aQute-os/biz.aQute.openapi/pull/5,5.0,dependabot,Bump junit from 3.8.1 to 4.13.1 in /biz.aQute.openapi.provider,False,,,,,,2026-08-14T17:15:16.517762+00:00
acegi/xml-format-maven-plugin,https://github.com/acegi/xml-format-maven-plugin,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:15:23.785027+00:00
actframework/actframework,https://github.com/actframework/actframework,True,security_updates_only,security_only_ever,False,True,2020-03-04T20:20:28Z,https://github.com/actframework/actframework/pull/1309,1309.0,dependabot,Bump undertow-core from 1.4.28.Final to 2.0.23.Final,False,,,,,,2026-08-14T17:15:32.610785+00:00
aerogear/aerogear-unifiedpush-server,https://github.com/aerogear/aerogear-unifiedpush-server,True,security_updates_only,security_only_ever,False,True,2019-10-28T20:21:18Z,https://github.com/aerogear/aerogear-unifiedpush-server/pull/1046,1046.0,dependabot,Bump keycloak-core from 4.8.3.Final to 7.0.0 in /push-sender,False,,,,,,2026-08-14T17:15:40.278009+00:00
aerospike/aerospike-client-java,https://github.com/aerospike/aerospike-client-java,True,both_security_and_version_updates,security_then_version,True,True,2020-02-21T18:56:09Z,https://github.com/aerospike/aerospike-client-java/pull/158,158.0,dependabot,Bump netty.version from 4.1.11.Final to 4.1.45.Final,True,.github/dependabot.yml,2022-07-11T16:25:30Z,b76db233fe4b45927981e5b43683baf537b5bf23,https://github.com/aerospike/aerospike-client-java/commit/b76db233fe4b45927981e5b43683baf537b5bf23,870.8953819444445,2026-08-14T17:15:47.611893+00:00
airlift/airlift,https://github.com/airlift/airlift,True,both_security_and_version_updates,security_then_version,True,True,2020-07-01T18:28:14Z,https://github.com/airlift/airlift/pull/859,859.0,dependabot,Bump mysql-connector-java from 5.1.23 to 8.0.16,True,.github/dependabot.yml,2024-08-07T18:04:24Z,d75ea2a862fa7f480e5d828b78fc3c65d53c9b78,https://github.com/airlift/airlift/commit/d75ea2a862fa7f480e5d828b78fc3c65d53c9b78,1497.983449074074,2026-08-14T17:15:55.027979+00:00
aktin/broker,https://github.com/aktin/broker,True,security_updates_only,security_only_ever,False,True,2019-12-02T23:15:22Z,https://github.com/aktin/broker/pull/1,1.0,dependabot,Bump jetty-server from 9.4.22.v20191022 to 9.4.24.v20191120 in /broker-server,False,,,,,,2026-08-14T17:16:01.531964+00:00
alexcojocaru/elasticsearch-maven-plugin,https://github.com/alexcojocaru/elasticsearch-maven-plugin,True,security_updates_only,security_only_ever,False,True,2019-11-13T01:40:36Z,https://github.com/alexcojocaru/elasticsearch-maven-plugin/pull/103,103.0,dependabot,Bump jackson-databind from 2.9.9.1 to 2.9.10.1,False,,,,,,2026-08-14T17:16:07.897274+00:00
alexxiyang/shiro-redis,https://github.com/alexxiyang/shiro-redis,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:16:14.087899+00:00
algolia/algoliasearch-client-java-2,https://github.com/algolia/algoliasearch-client-java-2,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:16:22.585389+00:00
alibaba/Sentinel,https://github.com/alibaba/Sentinel,True,security_updates_only,security_only_ever,False,True,2019-10-31T01:32:44Z,https://github.com/alibaba/Sentinel/pull/1130,1130.0,dependabot,Bump netty-all from 4.1.31.Final to 4.1.42.Final in /sentinel-demo/sentinel-demo-dubbo,False,,,,,,2026-08-14T17:16:30.156077+00:00
alibaba/canal,https://github.com/alibaba/canal,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:16:35.527755+00:00
alibaba/druid,https://github.com/alibaba/druid,True,security_updates_only,security_only_ever,False,True,2024-07-09T13:39:47Z,https://github.com/alibaba/druid/pull/6027,6027.0,dependabot,Bump com.h2database:h2 from 1.4.199 to 2.2.220 in /core,False,,,,,,2026-08-14T17:16:41.623271+00:00
alluxio/alluxio,https://github.com/alluxio/alluxio,True,security_updates_only,security_only_ever,False,True,2019-11-01T17:18:56Z,https://github.com/Alluxio/alluxio/pull/10389,10389.0,dependabot,Bump jackson.version from 2.9.7 to 2.10.0,False,,,,,,2026-08-14T17:16:46.933385+00:00
almex/Raildelays,https://github.com/almex/Raildelays,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:16:52.307657+00:00
americanexpress/synapse,https://github.com/americanexpress/synapse,True,both_security_and_version_updates,security_then_version,True,True,2021-10-02T17:26:34Z,https://github.com/americanexpress/synapse/pull/29,29.0,dependabot,build(deps): bump xmlsec from 2.2.2 to 2.2.3,True,.github/dependabot.yml,2022-03-19T18:07:34Z,b91dceee5ca8819c1f2f8cc8fc95b2bc6bd201ed,https://github.com/americanexpress/synapse/commit/b91dceee5ca8819c1f2f8cc8fc95b2bc6bd201ed,168.02847222222223,2026-08-14T17:16:58.975105+00:00
annot8/annot8-components,https://github.com/annot8/annot8-components,True,security_updates_only,security_only_ever,False,True,2021-06-15T16:09:15Z,https://github.com/annot8/annot8-components/pull/45,45.0,dependabot,Bump pdfbox from 2.0.23 to 2.0.24 in /annot8-components-documents,False,,,,,,2026-08-14T17:17:06.208867+00:00
anotheria/ano-util,https://github.com/anotheria/ano-util,True,security_updates_only,security_only_ever,False,True,2021-08-13T15:29:16Z,https://github.com/anotheria/ano-util/pull/5,5.0,dependabot,Bump bcprov-jdk15on from 1.54 to 1.67,False,,,,,,2026-08-14T17:17:17.160354+00:00
anotheria/moskito,https://github.com/anotheria/moskito,True,both_security_and_version_updates,security_then_version,True,True,2019-10-29T13:36:33Z,https://github.com/anotheria/moskito/pull/231,231.0,dependabot,Bump httpclient from 4.2.5 to 4.3.6 in /moskito-extensions/moskito-monitoring-plugin,True,.github/dependabot.yml,2026-07-11T19:43:54Z,5dfc6695ce635a47b05b49eba1ae1b30d8531ae4,https://github.com/anotheria/moskito/commit/5dfc6695ce635a47b05b49eba1ae1b30d8531ae4,2447.2551041666666,2026-08-14T17:17:27.752604+00:00
aoju/bus,https://github.com/aoju/bus,True,security_updates_only,security_only_ever,False,True,2020-07-01T19:08:50Z,https://github.com/aoju/bus/pull/123,123.0,dependabot,Bump log4j-core from 2.13.0 to 2.13.2 in /bus-logger,False,,,,,,2026-08-14T17:17:36.393897+00:00
apache/airavata,https://github.com/apache/airavata,True,security_updates_only,security_only_ever,False,True,2019-11-13T07:52:23Z,https://github.com/apache/airavata/pull/237,237.0,dependabot,Bump jackson-databind from 2.5.4 to 2.9.10.1 in /airavata-services/profile-service/iam-admin-services-core,False,,,,,,2026-08-14T17:17:42.318429+00:00
apache/any23,https://github.com/apache/any23,True,both_security_and_version_updates,security_then_version,True,True,2019-11-01T12:16:41Z,https://github.com/apache/any23/pull/152,152.0,dependabot,Bump jackson.version from 2.9.10 to 2.10.0,True,.github/dependabot.yml,2021-09-12T23:51:10Z,d91d8052989b5e017f44b6095ef8f370973e9ef5,https://github.com/apache/any23/commit/d91d8052989b5e017f44b6095ef8f370973e9ef5,681.4822800925926,2026-08-14T17:17:48.552457+00:00
